;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Agregado
3735;Casa;Grajaú;6;5;2;279;3500.0;0.0;390.0;12.54;Casa
3736;Loja/Salão;Madureira;0;1;0;46;2000.0;0.0;223.0;43.48;Apartamento
3737;Apartamento;Laranjeiras;2;0;0;123;2600.0;800.0;203.0;21.14;Apartamento
3738;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;42;1500.0;1420.0;0.0;35.71;Apartamento
3739;Apartamento;Jardim Botânico;2;1;1;80;3500.0;1812.0;218.0;43.75;Apartamento
3740;Apartamento;Barra da Tijuca;3;3;2;150;6000.0;2875.0;457.0;40.0;Apartamento
3741;Apartamento;Tijuca;3;1;0;100;2500.0;1277.0;0.0;25.0;Apartamento
3742;Loja/Salão;Bonsucesso;0;0;0;11;1400.0;0.0;0.0;127.27;Apartamento
3743;Loja/Salão;Recreio dos Bandeirantes;0;0;0;129;6500.0;908.0;0.0;50.39;Apartamento
3744;Apartamento;Jardim Botânico;3;0;1;131;3700.0;800.0;250.0;28.24;Apartamento
3745;Flat;Copacabana;1;1;0;63;2830.0;1600.0;7.0;44.92;Apartamento
3746;Apartamento;Recreio dos Bandeirantes;2;2;1;85;2000.0;1300.0;100.0;23.53;Apartamento
3747;Conjunto Comercial/Sala;Copacabana;0;1;0;100;3000.0;1900.0;450.0;30.0;Apartamento
3748;Apartamento;Praça Seca;2;1;1;64;1100.0;360.0;0.0;17.19;Apartamento
3749;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;29;1500.0;770.0;220.0;51.72;Apartamento
3750;Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;124;6200.0;2436.0;1190.0;50.0;Apartamento
3751;Apartamento;Flamengo;1;0;0;55;1800.0;700.0;56.0;32.73;Apartamento
3752;Galpão/Depósito/Armazém;Olaria;0;0;0;1217;13000.0;0.0;2300.0;10.68;Apartamento
3753;Conjunto Comercial/Sala;Centro;0;0;0;1040;55000.0;12667.0;4063.0;52.88;Apartamento
3754;Apartamento;Flamengo;3;1;0;97;3000.0;760.0;167.0;30.93;Apartamento
3755;Loja/Salão;Tijuca;0;0;0;370;12000.0;0.0;0.0;32.43;Apartamento
3756;Conjunto Comercial/Sala;Botafogo;0;7;0;375;35000.0;14731.0;2670.0;93.33;Apartamento
3757;Galpão/Depósito/Armazém;Bonsucesso;0;0;0;1352;15000.0;0.0;1464.0;11.09;Apartamento
3758;Apartamento;Barra da Tijuca;3;2;3;155;5900.0;1850.0;332.0;38.06;Apartamento
3759;Apartamento;Botafogo;2;1;0;83;3100.0;900.0;120.0;37.35;Apartamento
3760;Casa de Vila;Vila da Penha;1;0;0;60;1100.0;80.0;0.0;18.33;Casa
3761;Apartamento;São Conrado;2;1;1;80;3000.0;1200.0;210.0;37.5;Apartamento
3762;Apartamento;Freguesia (Jacarepaguá);4;0;2;112;2400.0;648.0;0.0;21.43;Apartamento
3763;Apartamento;Copacabana;2;1;0;85;2990.0;850.0;170.0;35.18;Apartamento
3764;Apartamento;Barra da Tijuca;4;0;2;146;4900.0;1800.0;3500.0;33.56;Apartamento
3765;Apartamento;Barra da Tijuca;3;2;1;150;4500.0;1653.0;0.0;30.0;Apartamento
3766;Conjunto Comercial/Sala;Jacarepaguá;0;1;0;28;1200.0;400.0;520.0;42.86;Apartamento
3767;Casa Comercial;Glória;0;4;0;130;15600.0;2724.0;194.0;120.0;Apartamento
3768;Apartamento;Flamengo;3;1;1;108;4000.0;1000.0;217.0;37.04;Apartamento
3769;Flat;Leblon;1;1;1;56;5000.0;1650.0;175.0;89.29;Apartamento
3770;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;3000.0;574.0;367.0;60.0;Apartamento
3771;Apartamento;Leme;2;1;0;84;2700.0;715.0;215.0;32.14;Apartamento
3772;Apartamento;Barra da Tijuca;2;1;2;85;3300.0;950.0;250.0;38.82;Apartamento
3773;Apartamento;Flamengo;4;1;1;180;5200.0;1400.0;490.0;28.89;Apartamento
3774;Apartamento;Barra da Tijuca;4;2;4;205;4500.0;2300.0;550.0;21.95;Apartamento
3775;Conjunto Comercial/Sala;Ipanema;0;0;0;45;3000.0;2200.0;362.0;66.67;Apartamento
3776;Apartamento;Barra da Tijuca;3;3;3;150;5000.0;2900.0;450.0;33.33;Apartamento
3777;Conjunto Comercial/Sala;Centro;0;3;0;147;11760.0;2900.0;861.0;80.0;Apartamento
3778;Apartamento;Tijuca;2;2;0;80;1800.0;550.0;81.0;22.5;Apartamento
3779;Apartamento;Copacabana;3;1;3;197;7000.0;2284.0;401.0;35.53;Apartamento
3780;Casa de Vila;Vila Isabel;2;0;0;80;1900.0;0.0;73.0;23.75;Casa
3781;Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;38;1500.0;285.0;0.0;39.47;Apartamento
3782;Box/Garagem;Centro;0;1;0;12;400.0;0.0;0.0;33.33;Apartamento
3783;Apartamento;Recreio dos Bandeirantes;3;3;3;179;4000.0;952.0;510.0;22.35;Apartamento
3784;Apartamento;Leme;1;0;0;53;1600.0;450.0;70.0;30.19;Apartamento
3785;Apartamento;Barra da Tijuca;2;1;1;100;3100.0;990.0;200.0;31.0;Apartamento
3786;Apartamento;Lagoa;4;2;3;157;10500.0;1900.0;550.0;66.88;Apartamento
3787;Conjunto Comercial/Sala;Madureira;0;0;0;23;500.0;400.0;34.0;21.74;Apartamento
3788;Conjunto Comercial/Sala;São Conrado;0;1;0;66;5000.0;19220.0;30.0;75.76;Apartamento
3789;Apartamento;Barra da Tijuca;4;2;1;160;8000.0;1795.0;636.0;50.0;Apartamento
3790;Apartamento;São Cristóvão;2;1;1;71;2000.0;760.0;57.0;28.17;Apartamento
3791;Prédio Inteiro;São Cristóvão;0;20;0;2000;40000.0;0.0;3300.0;20.0;Apartamento
3792;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1750.0;600.0;40.0;58.33;Apartamento
3793;Conjunto Comercial/Sala;Glória;0;9;0;320;15000.0;8500.0;1900.0;46.88;Apartamento
3794;Apartamento;Freguesia (Jacarepaguá);2;1;1;80;1800.0;750.0;112.0;22.5;Apartamento
3795;Conjunto Comercial/Sala;Botafogo;0;3;0;250;15000.0;9384.0;1711.0;60.0;Apartamento
3796;Apartamento;Jacarepaguá;2;1;1;80;1900.0;1350.0;80.0;23.75;Apartamento
3797;Conjunto Comercial/Sala;Leblon;0;2;0;150;35000.0;6743.0;1118.0;233.33;Apartamento
3798;Conjunto Comercial/Sala;Centro;0;0;0;283;9500.0;3600.0;1478.0;33.57;Apartamento
3799;Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1000.0;754.0;0.0;34.48;Apartamento
3800;Conjunto Comercial/Sala;Centro;0;4;0;155;12400.0;3270.0;1080.0;80.0;Apartamento
3801;Conjunto Comercial/Sala;Centro;0;0;0;75;2500.0;848.0;132.0;33.33;Apartamento
3802;Apartamento;Cachambi;2;1;0;55;1400.0;550.0;30.0;25.45;Apartamento
3803;Apartamento;Engenho de Dentro;2;1;1;74;1300.0;501.0;135.0;17.57;Apartamento
3804;Apartamento;Vila Isabel;2;1;1;70;1700.0;315.0;140.0;24.29;Apartamento
3805;Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;130;5500.0;2400.0;2299.0;42.31;Apartamento
3806;Casa de Condomínio;Recreio dos Bandeirantes;4;3;2;250;4500.0;605.0;0.0;18.0;Casa
3807;Apartamento;Tijuca;3;1;0;125;2500.0;1100.0;200.0;20.0;Apartamento
3808;Casa;Barra da Tijuca;5;5;4;925;22000.0;3129.0;47.0;23.78;Casa
3809;Conjunto Comercial/Sala;Castelo;0;8;0;550;49500.0;13300.0;0.0;90.0;Apartamento
3810;Apartamento;Barra da Tijuca;3;1;3;80;2750.0;1200.0;0.0;34.38;Apartamento
3811;Galpão/Depósito/Armazém;Olaria;0;0;0;1200;15000.0;0.0;733.0;12.5;Apartamento
3812;Casa de Condomínio;Freguesia (Jacarepaguá);4;2;4;253;2500.0;180.0;240.0;9.88;Casa
3813;Apartamento;Grajaú;2;0;0;75;1600.0;550.0;49.0;21.33;Apartamento
3814;Casa;Freguesia (Jacarepaguá);6;10;1;475;10000.0;0.0;0.0;21.05;Casa
3815;Conjunto Comercial/Sala;Centro;0;0;0;550;52000.0;9685.0;1927.0;94.55;Apartamento
3816;Apartamento;Barra da Tijuca;2;1;1;90;6600.0;1800.0;450.0;73.33;Apartamento
3817;Apartamento;Flamengo;2;1;2;120;4000.0;1400.0;485.0;33.33;Apartamento
3818;Apartamento;Copacabana;2;1;0;70;2200.0;582.0;153.0;31.43;Apartamento
3819;Loja/Salão;Bonsucesso;0;0;0;30;1500.0;0.0;34.0;50.0;Apartamento
3820;Flat;Ipanema;2;1;2;80;5500.0;3600.0;300.0;68.75;Apartamento
3821;Apartamento;Ipanema;3;2;1;125;4970.0;1320.0;436.0;39.76;Apartamento
3822;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;266;9000.0;1873.0;0.0;33.83;Apartamento
3823;Apartamento;Vila da Penha;2;1;0;83;1300.0;300.0;0.0;15.66;Apartamento
3824;Loja Shopping/ Ct Comercial;Barra da Tijuca;0;0;0;45;1000.0;2025.0;655.0;22.22;Apartamento
3825;Apartamento;Barra da Tijuca;2;1;1;63;1300.0;990.0;112.0;20.63;Apartamento
3826;Apartamento;Méier;2;1;0;63;950.0;600.0;37.0;15.08;Apartamento
3827;Apartamento;Barra da Tijuca;3;2;1;140;4500.0;1500.0;0.0;32.14;Apartamento
3828;Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;250;18750.0;6775.0;1350.0;75.0;Apartamento
3829;Apartamento;Tijuca;2;1;0;62;1400.0;640.0;202.0;22.58;Apartamento
3830;Conjunto Comercial/Sala;Centro;0;1;0;390;25350.0;12090.0;1318.0;65.0;Apartamento
3831;Apartamento;Jacarepaguá;2;1;1;52;1400.0;552.0;20.0;26.92;Apartamento
3832;Conjunto Comercial/Sala;Vila Isabel;0;0;0;150;5000.0;0.0;0.0;33.33;Apartamento
3833;Apartamento;Laranjeiras;3;0;0;95;2500.0;575.0;93.0;26.32;Apartamento
3834;Conjunto Comercial/Sala;Centro;0;0;0;500;25000.0;11340.0;0.0;50.0;Apartamento
3835;Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0;42.0;Apartamento
3836;Apartamento;Tijuca;1;0;0;47;1400.0;530.0;0.0;29.79;Apartamento
3837;Loja/Salão;Centro;0;0;0;302;13000.0;3457.0;1507.0;43.05;Apartamento
3838;Apartamento;Barra da Tijuca;2;1;1;83;2000.0;1335.0;0.0;24.1;Apartamento
3839;Apartamento;Botafogo;2;1;1;80;3170.0;850.0;150.0;39.62;Apartamento
3840;Conjunto Comercial/Sala;Centro;0;0;0;220;7000.0;2863.0;1300.0;31.82;Apartamento
3841;Apartamento;Barra da Tijuca;4;3;2;180;11500.0;2300.0;663.0;63.89;Apartamento
3842;Apartamento;Curicica;2;1;0;55;1200.0;500.0;40.0;21.82;Apartamento
3843;Conjunto Comercial/Sala;Centro;0;6;0;298;16000.0;6205.0;0.0;53.69;Apartamento
3844;Conjunto Comercial/Sala;Centro;0;0;0;155;5000.0;4456.0;723.0;32.26;Apartamento
3845;Apartamento;Leblon;4;2;4;300;16000.0;4200.0;1764.0;53.33;Apartamento
3846;Apartamento;Leme;3;0;0;135;2900.0;800.0;230.0;21.48;Apartamento
3847;Apartamento;Barra da Tijuca;3;0;3;190;6990.0;1400.0;600.0;36.79;Apartamento
3848;Apartamento;Barra da Tijuca;3;3;2;300;5500.0;1870.0;0.0;18.33;Apartamento
3849;Casa Comercial;Botafogo;0;6;0;500;23000.0;450.0;800.0;46.0;Apartamento
3850;Conjunto Comercial/Sala;Jardim Botânico;0;2;0;75;8000.0;3169.0;321.0;106.67;Apartamento
3851;Casa de Condomínio;Santa Teresa;2;0;0;72;1400.0;820.0;70.0;19.44;Casa
3852;Loja/Salão;Itanhangá;0;0;0;170;4500.0;30.0;50.0;26.47;Apartamento
3853;Terreno Padrão;Vigário Geral;0;0;0;1716;17700.0;0.0;212.0;10.31;Apartamento
3854;Apartamento;Copacabana;3;0;0;152;3000.0;1225.0;407.0;19.74;Apartamento
3855;Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;100;4500.0;1700.0;980.0;45.0;Apartamento
3856;Apartamento;Praça da Bandeira;2;0;0;66;1300.0;760.0;0.0;19.7;Apartamento
3857;Apartamento;Méier;3;1;1;102;1900.0;890.0;135.0;18.63;Apartamento
3858;Conjunto Comercial/Sala;Vila da Penha;0;1;0;27;1150.0;530.0;0.0;42.59;Apartamento
3859;Conjunto Comercial/Sala;Taquara;0;0;0;65;2000.0;100.0;156.0;30.77;Apartamento
3860;Apartamento;Ipanema;1;1;1;72;4400.0;3660.0;195.0;61.11;Apartamento
3861;Conjunto Comercial/Sala;Anil;0;0;0;35;950.0;50.0;0.0;27.14;Apartamento
3862;Apartamento;Copacabana;4;0;0;200;4800.0;1700.0;250.0;24.0;Apartamento
3863;Casa de Condomínio;Itanhangá;5;0;5;950;15000.0;1950.0;2500.0;15.79;Casa
3864;Casa Comercial;Botafogo;0;0;0;120;4500.0;0.0;761.0;37.5;Apartamento
3865;Apartamento;Flamengo;3;1;0;100;4200.0;885.0;213.0;42.0;Apartamento
3866;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;1000.0;500.0;0.0;45.45;Apartamento
3867;Conjunto Comercial/Sala;Botafogo;0;7;0;350;35000.0;3500.0;5104.0;100.0;Apartamento
3868;Apartamento;Copacabana;4;0;0;389;12400.0;3825.0;0.0;31.88;Apartamento
3869;Conjunto Comercial/Sala;Centro;0;0;0;377;9000.0;5501.0;0.0;23.87;Apartamento
3870;Apartamento;Copacabana;1;0;0;42;2000.0;468.0;72.0;47.62;Apartamento
3871;Conjunto Comercial/Sala;Centro;0;0;0;150;7300.0;1333.0;367.0;48.67;Apartamento
3872;Apartamento;Barra da Tijuca;3;1;1;100;2800.0;1485.0;257.0;28.0;Apartamento
3873;Apartamento;Leme;4;1;2;290;11000.0;2000.0;570.0;37.93;Apartamento
3874;Apartamento;Barra da Tijuca;2;0;1;70;1500.0;960.0;0.0;21.43;Apartamento
3875;Apartamento;Leme;2;0;0;75;2700.0;878.0;0.0;36.0;Apartamento
3876;Conjunto Comercial/Sala;Campo Grande;0;0;0;24;500.0;550.0;0.0;20.83;Apartamento
3877;Apartamento;Barra da Tijuca;3;2;3;155;5900.0;1850.0;332.0;38.06;Apartamento
3878;Apartamento;São Cristóvão;2;1;1;72;1850.0;753.0;45.0;25.69;Apartamento
3879;Apartamento;Barra da Tijuca;1;1;0;60;2500.0;2000.0;0.0;41.67;Apartamento
3880;Apartamento;Barra da Tijuca;3;2;2;96;1900.0;750.0;250.0;19.79;Apartamento
3881;Conjunto Comercial/Sala;Centro;0;0;0;57;2100.0;2043.0;249.0;36.84;Apartamento
3882;Box/Garagem;Centro;0;0;0;15;400.0;345.0;0.0;26.67;Apartamento
3883;Conjunto Comercial/Sala;Cidade Nova;0;15;0;1620;97200.0;45360.0;0.0;60.0;Apartamento
3884;Casa de Vila;Centro;5;0;1;160;5500.0;50.0;680.0;34.38;Casa
3885;Apartamento;Freguesia (Jacarepaguá);2;0;1;152;3800.0;972.0;2248.0;25.0;Apartamento
3886;Apartamento;Barra da Tijuca;2;2;1;108;3800.0;1500.0;1700.0;35.19;Apartamento
3887;Conjunto Comercial/Sala;Centro;0;1;0;405;17900.0;5383.0;0.0;44.2;Apartamento
3888;Conjunto Comercial/Sala;Centro;0;0;0;209;4000.0;3400.0;760.0;19.14;Apartamento
3889;Apartamento;Recreio dos Bandeirantes;3;2;1;100;3000.0;700.0;0.0;30.0;Apartamento
3890;Apartamento;Recreio dos Bandeirantes;2;1;1;70;1700.0;777.0;0.0;24.29;Apartamento
3891;Apartamento;Barra da Tijuca;2;1;0;58;1200.0;700.0;70.0;20.69;Apartamento
3892;Apartamento;Paciência;2;1;0;48;600.0;230.0;0.0;12.5;Apartamento
3893;Conjunto Comercial/Sala;Centro;0;0;0;231;5000.0;3312.0;1287.0;21.65;Apartamento
3894;Conjunto Comercial/Sala;Méier;0;0;0;230;4000.0;0.0;1935.0;17.39;Apartamento
3895;Galpão/Depósito/Armazém;Bonsucesso;0;0;0;400;7000.0;0.0;11900.0;17.5;Apartamento
3896;Prédio Inteiro;Copacabana;0;0;0;217;15000.0;0.0;0.0;69.12;Apartamento
3897;Apartamento;Ipanema;2;1;1;76;4500.0;2196.0;0.0;59.21;Apartamento
3898;Apartamento;Barra da Tijuca;4;3;2;340;9500.0;1700.0;10250.0;27.94;Apartamento
3899;Apartamento;Centro;1;0;0;42;1090.0;345.0;24.0;25.95;Apartamento
3900;Apartamento;Laranjeiras;3;1;0;150;3000.0;800.0;190.0;20.0;Apartamento
3901;Loja/Salão;Barra da Tijuca;0;1;0;75;11500.0;13167.0;11511.0;153.33;Apartamento
3902;Apartamento;Copacabana;4;1;2;242;10000.0;2800.0;400.0;41.32;Apartamento
3903;Apartamento;Gávea;2;2;1;79;3400.0;1171.0;229.0;43.04;Apartamento
3904;Apartamento;Ipanema;2;1;0;81;3800.0;1070.0;298.0;46.91;Apartamento
3905;Apartamento;São Conrado;3;3;3;243;14000.0;3000.0;594.0;57.61;Apartamento
3906;Casa de Condomínio;Gávea;3;1;1;150;5000.0;3100.0;544.0;33.33;Casa
3907;Apartamento;Laranjeiras;1;1;0;59;2000.0;630.0;0.0;33.9;Apartamento
3908;Casa de Condomínio;Vista Alegre;2;1;0;59;1200.0;260.0;0.0;20.34;Casa
3909;Apartamento;Jacarepaguá;3;1;1;100;2200.0;1200.0;189.0;22.0;Apartamento
3910;Apartamento;Barra da Tijuca;4;0;0;146;4500.0;2178.0;351.0;30.82;Apartamento
3911;Conjunto Comercial/Sala;Flamengo;0;8;0;500;48000.0;16000.0;2100.0;96.0;Apartamento
3912;Apartamento;Humaitá;3;0;1;100;2700.0;1560.0;105.0;27.0;Apartamento
3913;Apartamento;Flamengo;3;1;1;120;4000.0;1220.0;270.0;33.33;Apartamento
3914;Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;230;14000.0;5838.0;1938.0;60.87;Apartamento
3915;Galpão/Depósito/Armazém;Del Castilho;0;0;0;500;6500.0;0.0;310.0;13.0;Apartamento
3916;Apartamento;Recreio dos Bandeirantes;2;1;1;70;1700.0;850.0;140.0;24.29;Apartamento
3917;Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;144;6500.0;4350.0;0.0;45.14;Apartamento
3918;Apartamento;Jacarepaguá;2;1;1;65;1800.0;650.0;220.0;27.69;Apartamento
3919;Apartamento;Freguesia (Jacarepaguá);3;1;1;80;1500.0;680.0;159.0;18.75;Apartamento
3920;Quitinete;Copacabana;1;0;0;25;1400.0;480.0;25.0;56.0;Apartamento
3921;Galpão/Depósito/Armazém;Benfica;0;0;0;1600;9000.0;0.0;2950.0;5.62;Apartamento
3922;Box/Garagem;Tijuca;0;40;0;0;320.0;0.0;0.0;inf;Apartamento
3923;Apartamento;Recreio dos Bandeirantes;4;2;4;190;3950.0;1290.0;300.0;20.79;Apartamento
3924;Casa de Condomínio;Campo Grande;2;2;0;90;2000.0;100.0;30.0;22.22;Casa
3925;Apartamento;Cachambi;2;1;0;76;1200.0;510.0;37.0;15.79;Apartamento
3926;Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;100;5500.0;1100.0;431.0;55.0;Apartamento
3927;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;34;800.0;900.0;328.0;23.53;Apartamento
3928;Apartamento;Ipanema;2;1;1;85;8000.0;3700.0;300.0;94.12;Apartamento
3929;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;1800.0;900.0;220.0;45.0;Apartamento
3930;Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;1100.0;366.0;0.0;45.83;Apartamento
3931;Terreno Padrão;Méier;0;0;0;400;10000.0;0.0;0.0;25.0;Apartamento
3932;Apartamento;Recreio dos Bandeirantes;3;1;1;105;2200.0;650.0;250.0;20.95;Apartamento
3933;Casa Comercial;Vila Valqueire;0;0;0;341;15000.0;0.0;0.0;43.99;Apartamento
3934;Conjunto Comercial/Sala;Pilares;0;1;0;30;800.0;603.0;0.0;26.67;Apartamento
3935;Conjunto Comercial/Sala;Centro;0;0;0;340;18000.0;6849.0;1819.0;52.94;Apartamento
3936;Apartamento;Barra da Tijuca;2;1;1;70;2800.0;970.0;70.0;40.0;Apartamento
3937;Apartamento;Flamengo;3;1;1;300;13900.0;2700.0;0.0;46.33;Apartamento
3938;Conjunto Comercial/Sala;Centro;0;0;0;300;10000.0;7263.0;1621.0;33.33;Apartamento
3939;Apartamento;Copacabana;1;0;0;41;3000.0;575.0;68.0;73.17;Apartamento
3940;Apartamento;Lagoa;3;2;2;376;18000.0;4870.0;0.0;47.87;Apartamento
3941;Apartamento;Copacabana;3;1;0;130;6000.0;730.0;0.0;46.15;Apartamento
3942;Casa de Vila;Marechal Hermes;1;0;0;88;750.0;76.0;0.0;8.52;Casa
3943;Apartamento;Recreio dos Bandeirantes;2;1;1;68;1900.0;850.0;870.0;27.94;Apartamento
3944;Loja/Salão;Centro;0;0;0;69;1100.0;728.0;414.0;15.94;Apartamento
3945;Conjunto Comercial/Sala;Centro;0;0;0;34;500.0;670.0;130.0;14.71;Apartamento
3946;Apartamento;Leblon;2;2;2;132;8000.0;2328.0;782.0;60.61;Apartamento
3947;Apartamento;Barra da Tijuca;3;2;1;96;2800.0;1200.0;193.0;29.17;Apartamento
3948;Flat;Barra da Tijuca;1;1;1;35;1400.0;662.0;60.0;40.0;Apartamento
3949;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;24;900.0;585.0;0.0;37.5;Apartamento
3950;Conjunto Comercial/Sala;Centro;0;0;0;168;12600.0;3360.0;840.0;75.0;Apartamento
3951;Casa;Realengo;1;1;0;40;600.0;0.0;0.0;15.0;Casa
3952;Apartamento;Gávea;3;1;1;90;4500.0;1368.0;0.0;50.0;Apartamento
3953;Apartamento;Barra da Tijuca;2;2;0;100;6000.0;1500.0;321.0;60.0;Apartamento
3954;Apartamento;Barra da Tijuca;3;2;1;193;2500.0;3800.0;863.0;12.95;Apartamento
3955;Loja/Salão;Anil;0;0;0;25;900.0;0.0;0.0;36.0;Apartamento
3956;Apartamento;Recreio dos Bandeirantes;3;2;1;120;2000.0;700.0;2500.0;16.67;Apartamento
3957;Casa de Condomínio;Campo Grande;2;1;0;90;1300.0;441.0;262.0;14.44;Casa
3958;Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;48;2100.0;1069.0;0.0;43.75;Apartamento
3959;Apartamento;Praça da Bandeira;2;0;0;57;1640.0;540.0;51.0;28.77;Apartamento
3960;Apartamento;Botafogo;3;1;1;105;4200.0;772.0;178.0;40.0;Apartamento
3961;Apartamento;Tijuca;2;1;1;67;1800.0;1080.0;0.0;26.87;Apartamento
3962;Flat;Centro;1;0;1;32;2950.0;0.0;0.0;92.19;Apartamento
3963;Conjunto Comercial/Sala;Centro;0;0;0;300;9000.0;4747.0;0.0;30.0;Apartamento
3964;Apartamento;Ipanema;1;0;0;67;2700.0;734.0;0.0;40.3;Apartamento
3965;Conjunto Comercial/Sala;Copacabana;0;0;0;89;4200.0;1450.0;0.0;47.19;Apartamento
3966;Apartamento;Barra da Tijuca;4;2;1;158;5000.0;1845.0;238.0;31.65;Apartamento
3967;Loja/Salão;Barra da Tijuca;0;1;0;75;1500.0;1500.0;0.0;20.0;Apartamento
3968;Galpão/Depósito/Armazém;Curicica;0;10;0;1000;19000.0;0.0;0.0;19.0;Apartamento
3969;Apartamento;Freguesia (Jacarepaguá);3;2;1;95;2000.0;700.0;110.0;21.05;Apartamento
3970;Apartamento;Santa Teresa;2;0;0;75;1700.0;13.0;427.0;22.67;Apartamento
3971;Conjunto Comercial/Sala;Centro;0;0;0;27;649.0;290.0;85.0;24.04;Apartamento
3972;Apartamento;Gávea;1;1;1;60;3000.0;920.0;0.0;50.0;Apartamento
3973;Apartamento;Vargem Pequena;3;1;1;78;1600.0;550.0;90.0;20.51;Apartamento
3974;Apartamento;Copacabana;1;0;0;50;1600.0;534.0;70.0;32.0;Apartamento
3975;Loja/Salão;Taquara;0;0;0;20;600.0;0.0;0.0;30.0;Apartamento
3976;Apartamento;Recreio dos Bandeirantes;1;1;0;77;1900.0;471.0;0.0;24.68;Apartamento
3977;Conjunto Comercial/Sala;Centro;0;0;0;581;29050.0;14763.0;1394.0;50.0;Apartamento
3978;Casa Comercial;Glória;0;0;0;175;3800.0;0.0;446.0;21.71;Apartamento
3979;Apartamento;Copacabana;4;2;2;389;12400.0;3825.0;0.0;31.88;Apartamento
3980;Prédio Inteiro;Barra da Tijuca;0;99;0;4722;429480.0;109756.0;33404.0;90.95;Apartamento
3981;Apartamento;Barra da Tijuca;3;2;1;165;3700.0;2070.0;0.0;22.42;Apartamento
3982;Apartamento;Copacabana;2;1;1;94;2500.0;1351.0;135.0;26.6;Apartamento
3983;Apartamento;Recreio dos Bandeirantes;2;1;1;90;2800.0;1100.0;140.0;31.11;Apartamento
3984;Casa;Ramos;2;0;0;65;1300.0;0.0;0.0;20.0;Casa
3985;Conjunto Comercial/Sala;Ipanema;0;0;0;25;2200.0;1638.0;0.0;88.0;Apartamento
3986;Apartamento;Recreio dos Bandeirantes;2;2;2;200;2900.0;1040.0;300.0;14.5;Apartamento
3987;Apartamento;Bonsucesso;2;0;0;75;900.0;640.0;0.0;12.0;Apartamento
3988;Conjunto Comercial/Sala;Centro;0;0;0;32;700.0;514.0;122.0;21.88;Apartamento
3989;Apartamento;Recreio dos Bandeirantes;3;1;2;70;1600.0;1095.0;140.0;22.86;Apartamento
3990;Apartamento;Barra da Tijuca;4;3;2;240;15000.0;2600.0;600.0;62.5;Apartamento
3991;Conjunto Comercial/Sala;Campo Grande;0;0;0;26;800.0;540.0;0.0;30.77;Apartamento
3992;Flat;Copacabana;2;1;1;78;5700.0;1800.0;100.0;73.08;Apartamento
3993;Apartamento;Irajá;2;1;0;45;1000.0;371.0;0.0;22.22;Apartamento
3994;Conjunto Comercial/Sala;Barra da Tijuca;0;8;0;160;12000.0;5600.0;0.0;75.0;Apartamento
3995;Apartamento;Tijuca;2;0;1;75;1900.0;716.0;87.0;25.33;Apartamento
3996;Apartamento;Ipanema;4;1;2;195;12000.0;2000.0;550.0;61.54;Apartamento
3997;Apartamento;Barra da Tijuca;2;1;1;95;2450.0;1700.0;0.0;25.79;Apartamento
3998;Apartamento;Península;4;3;2;229;6500.0;3000.0;2500.0;28.38;Apartamento
3999;Conjunto Comercial/Sala;Centro;0;0;0;360;12500.0;2508.0;963.0;34.72;Apartamento
4000;Apartamento;Jacarepaguá;2;1;1;78;2500.0;589.0;98.0;32.05;Apartamento
4001;Apartamento;Leblon;2;1;1;79;2650.0;1702.0;406.0;33.54;Apartamento
4002;Loja/Salão;Botafogo;0;0;0;78;3500.0;0.0;200.0;44.87;Apartamento
4003;Apartamento;Bonsucesso;2;0;0;67;800.0;484.0;0.0;11.94;Apartamento
4004;Apartamento;Del Castilho;2;1;0;67;1200.0;300.0;0.0;17.91;Apartamento
4005;Loja/Salão;Cachambi;0;0;0;85;6500.0;0.0;398.0;76.47;Apartamento
4006;Conjunto Comercial/Sala;Centro;0;0;0;132;5000.0;1171.0;356.0;37.88;Apartamento
4007;Apartamento;Barra da Tijuca;3;3;1;169;5000.0;2280.0;450.0;29.59;Apartamento
4008;Apartamento;Ipanema;3;0;0;195;10000.0;2200.0;645.0;51.28;Apartamento
4009;Conjunto Comercial/Sala;Centro;0;0;0;643;19000.0;9555.0;21149.0;29.55;Apartamento
